Date,Open,High,Low,Close,Adj Close,Volume
2022-02-07,410.170013,412.350006,393.549988,402.100006,402.100006,8232900
2022-02-08,398.179993,406.609985,395.829987,403.529999,403.529999,6818500
2022-02-09,408.649994,412.980011,398.790009,412.890015,412.890015,7738200
2022-02-10,402.100006,408.000000,396.359985,406.269989,406.269989,8452900
2022-02-11,405.329987,411.609985,387.649994,391.309998,391.309998,7558900
2022-02-14,387.589996,409.359985,386.890015,396.570007,396.570007,7202200
2022-02-15,403.790009,409.160004,401.010010,407.459991,407.459991,5392300
2022-02-16,401.529999,401.559998,390.380005,398.079987,398.079987,5277700
2022-02-17,394.239990,399.109985,385.700012,386.670013,386.670013,4669200
2022-02-18,392.529999,402.869995,389.049988,391.290009,391.290009,6801700
2022-02-22,388.950012,392.420013,373.019989,377.380005,377.380005,6697500
2022-02-23,382.720001,386.000000,366.660004,367.459991,367.459991,4614300
2022-02-24,355.089996,390.730011,354.720001,390.029999,390.029999,7068700
2022-02-25,386.609985,391.290009,375.579987,390.799988,390.799988,4841600
2022-02-28,387.329987,397.750000,382.130005,394.519989,394.519989,5035000
2022-03-01,391.600006,395.000000,383.709991,386.239990,386.239990,3290400
2022-03-02,388.929993,389.220001,375.209991,380.029999,380.029999,5356800
2022-03-03,386.000000,386.119995,364.649994,368.070007,368.070007,6076800
2022-03-04,368.000000,374.820007,357.170013,361.730011,361.730011,5325500
2022-03-07,360.410004,362.000000,350.200012,350.260010,350.260010,5708400
2022-03-08,349.799988,358.859985,340.670013,341.760010,341.760010,6428700
2022-03-09,357.690002,364.140015,350.510010,358.790009,358.790009,6520200
2022-03-10,356.200012,367.019989,353.299988,356.769989,356.769989,4807800
2022-03-11,361.190002,363.359985,340.000000,340.320007,340.320007,4819900
2022-03-14,338.720001,341.320007,329.820007,331.010010,331.010010,5907800
2022-03-15,335.100006,345.359985,332.359985,343.750000,343.750000,5460600
2022-03-16,348.200012,359.989990,343.059998,357.529999,357.529999,6982500
2022-03-17,359.700012,373.309998,354.880005,371.399994,371.399994,5818300
2022-03-18,372.000000,381.799988,368.470001,380.600006,380.600006,8324800
2022-03-21,378.019989,381.820007,368.940002,374.589996,374.589996,4866500
2022-03-22,371.140015,386.660004,366.760010,382.920013,382.920013,4242800
2022-03-23,379.769989,382.459991,374.489990,374.489990,374.489990,3729000
2022-03-24,379.760010,379.760010,368.899994,375.709991,375.709991,3888500
2022-03-25,377.070007,377.640015,366.429993,373.850006,373.850006,3574500
2022-03-28,375.230011,380.279999,366.730011,378.510010,378.510010,4323400
2022-03-29,384.390015,396.500000,380.329987,391.820007,391.820007,5880700
2022-03-30,389.549988,392.700012,378.630005,381.470001,381.470001,4023300
2022-03-31,383.589996,384.000000,373.609985,374.589996,374.589996,4134700
2022-04-01,376.799988,380.869995,368.500000,373.470001,373.470001,4644200
2022-04-04,373.549988,396.019989,373.130005,391.500000,391.500000,7001800
2022-04-05,389.299988,390.000000,377.309998,380.149994,380.149994,4234500
2022-04-06,374.149994,376.470001,362.730011,368.350006,368.350006,4354900
2022-04-07,365.000000,368.540009,353.690002,362.149994,362.149994,4948900
2022-04-08,361.959991,362.500000,354.869995,355.880005,355.880005,4025200
2022-04-11,350.000000,354.779999,345.200012,348.000000,348.000000,3777100
2022-04-12,355.910004,359.410004,342.250000,344.100006,344.100006,3824300
2022-04-13,343.920013,352.000000,341.160004,350.429993,350.429993,3231000
2022-04-14,350.950012,352.000000,339.859985,341.130005,341.130005,4343800
2022-04-18,340.000000,342.359985,331.619995,337.859985,337.859985,5105000
2022-04-19,333.220001,351.679993,333.220001,348.609985,348.609985,20906900
2022-04-20,245.199997,248.699997,212.509995,226.190002,226.190002,133387500
2022-04-21,220.000000,227.679993,211.520004,218.220001,218.220001,53501600
2022-04-22,220.179993,226.270004,210.050003,215.520004,215.520004,37515100
2022-04-25,213.809998,216.660004,204.509995,209.910004,209.910004,28152000
2022-04-26,208.800003,209.149994,198.279999,198.399994,198.399994,20318100
2022-04-27,194.009995,200.190002,187.770004,188.539993,188.539993,22298400
2022-04-28,191.559998,201.479996,185.600006,199.520004,199.520004,21363200
2022-04-29,198.679993,204.710007,190.000000,190.360001,190.360001,16391900
2022-05-02,191.710007,200.210007,190.009995,199.460007,199.460007,14591600
2022-05-03,198.289993,203.199997,194.770004,199.869995,199.869995,11839400
2022-05-04,197.649994,204.380005,191.009995,204.009995,204.009995,12218800
2022-05-05,200.449997,200.710007,186.000000,188.320007,188.320007,13971300
2022-05-06,186.750000,187.210007,175.809998,180.970001,180.970001,17185500
2022-05-09,177.660004,183.199997,172.300003,173.100006,173.100006,14031300
2022-05-10,176.009995,181.869995,170.570007,177.660004,177.660004,13883900
2022-05-11,176.089996,180.919998,165.550003,166.369995,166.369995,12665500
2022-05-12,163.960007,177.580002,162.710007,174.309998,174.309998,17662100
2022-05-13,177.160004,187.770004,176.009995,187.639999,187.639999,13136300
2022-05-16,193.300003,195.889999,185.699997,186.509995,186.509995,16145000
2022-05-17,189.169998,191.399994,185.169998,190.559998,190.559998,9876700
2022-05-18,186.720001,187.699997,176.270004,177.190002,177.190002,9665600
2022-05-19,178.050003,186.300003,175.710007,183.479996,183.479996,10448500
2022-05-20,185.869995,190.190002,179.770004,186.350006,186.350006,10429400
2022-05-23,186.149994,187.660004,177.889999,187.440002,187.440002,9602000
2022-05-24,182.000000,184.000000,177.169998,180.339996,180.339996,7706400
2022-05-25,180.279999,188.869995,180.169998,187.830002,187.830002,8522100
2022-05-26,186.490005,192.339996,183.089996,191.399994,191.399994,8049900
2022-05-27,193.190002,195.250000,190.369995,195.190002,195.190002,8586000
2022-05-31,196.179993,199.949997,190.800003,197.440002,197.440002,11398500
2022-06-01,198.699997,202.740005,191.660004,192.910004,192.910004,8416200
2022-06-02,192.020004,205.470001,191.720001,205.089996,205.089996,9623100
2022-06-03,200.139999,202.949997,198.050003,198.979996,198.979996,7191800
2022-06-06,202.089996,203.869995,195.380005,197.139999,197.139999,5372000
2022-06-07,194.869995,199.600006,193.000000,198.610001,198.610001,4839500
2022-06-08,197.949997,207.380005,197.639999,202.830002,202.830002,7244100
2022-06-09,200.649994,201.690002,192.539993,192.770004,192.770004,6949000
2022-06-10,182.639999,185.860001,180.850006,182.940002,182.940002,13065600
2022-06-13,177.070007,179.089996,168.960007,169.690002,169.690002,10222400
2022-06-14,169.750000,172.059998,164.279999,167.539993,167.539993,11555300
2022-06-15,169.259995,183.850006,168.529999,180.110001,180.110001,12396000
2022-06-16,174.000000,176.270004,171.559998,173.350006,173.350006,8201300
2022-06-17,173.630005,179.649994,173.339996,175.509995,175.509995,12133400
2022-06-21,177.600006,178.619995,169.800003,170.910004,170.910004,12177600
2022-06-22,170.750000,182.820007,170.199997,178.889999,178.889999,11992400
2022-06-23,180.500000,182.759995,175.869995,181.710007,181.710007,9538200
2022-06-24,183.500000,191.190002,181.839996,190.850006,190.850006,12424000
2022-06-27,191.770004,191.779999,182.389999,189.139999,189.139999,8363900
2022-06-28,189.199997,192.199997,179.369995,179.600006,179.600006,7185400
2022-06-29,179.550003,180.669998,175.100006,178.360001,178.360001,5766800
2022-06-30,177.070007,179.449997,170.300003,174.869995,174.869995,7894700
2022-07-01,176.490005,180.100006,174.270004,179.949997,179.949997,5194700
2022-07-05,176.279999,185.919998,172.679993,185.880005,185.880005,7334300
2022-07-06,185.199997,186.220001,180.820007,184.059998,184.059998,5753400
2022-07-07,184.270004,190.210007,183.500000,189.270004,189.270004,6334500
2022-07-08,186.020004,189.910004,182.750000,186.979996,186.979996,5831300
2022-07-11,184.729996,184.990005,176.889999,177.339996,177.339996,6038800
2022-07-12,177.330002,179.779999,173.419998,174.449997,174.449997,6845300
2022-07-13,170.500000,179.179993,169.699997,176.559998,176.559998,12734400
2022-07-14,175.559998,177.520004,171.820007,174.779999,174.779999,9039500
2022-07-15,175.580002,189.220001,174.559998,189.110001,189.110001,16215100
2022-07-18,192.500000,199.669998,189.800003,190.919998,190.919998,16322800
2022-07-19,193.020004,201.970001,188.399994,201.630005,201.630005,28178700
2022-07-20,208.169998,216.970001,200.100006,216.440002,216.440002,53920300
2022-07-21,214.300003,224.320007,211.500000,223.880005,223.880005,23430100
2022-07-22,222.380005,229.350006,218.440002,220.440002,220.440002,17798700
